State,State Abbrev,QuarterYear,Year,Entry Date,Qtr_Since_Entry,State_Exit_Qtr,Revenue at the Target of Boycott,Population,State Per Capita Income,ln(State Per Capita Income),Healthcare PPI,Rev Per Cap,Log Rev Per Cap,Boycott State,Rev Per Cap Lagged
PENNSYLVANIA,PA,2019-10-01 00:00:00,2019,2011-01-01 00:00:00,35,2022-10-01 00:00:00,340755,12801989,57118,10.95287458,137.6,0.026617348,-3.626192084,1,0.027415084
PENNSYLVANIA,PA,2020-01-01 00:00:00,2020,2011-01-01 00:00:00,36,2022-10-01 00:00:00,321107.04,12994440,57568,10.96072214,138.8,0.02471111,-3.700502327,1,0.026617348
PENNSYLVANIA,PA,2020-04-01 00:00:00,2020,2011-01-01 00:00:00,37,2022-10-01 00:00:00,126800.34,12994440,63637,11.06095034,138.2,0.009758046,-4.629663129,1,0.02471111
PENNSYLVANIA,PA,2020-07-01 00:00:00,2020,2011-01-01 00:00:00,38,2022-10-01 00:00:00,340205.04,12994440,61817,11.03193369,140,0.026180816,-3.642728358,1,0.009758046
PENNSYLVANIA,PA,2020-10-01 00:00:00,2020,2011-01-01 00:00:00,39,2022-10-01 00:00:00,306023.07,12994440,59804,10.99882783,140.8,0.023550308,-3.748616361,1,0.026180816
PENNSYLVANIA,PA,2021-01-01 00:00:00,2021,2011-01-01 00:00:00,40,2022-10-01 00:00:00,263940.48,13012059,66704,11.1080202,141.9,0.020284298,-3.897908199,1,0.023550308
PENNSYLVANIA,PA,2021-04-01 00:00:00,2021,2011-01-01 00:00:00,41,2022-10-01 00:00:00,205624.56,13012059,63056,11.0517785,143.3,0.015802615,-4.14757984,1,0.020284298
PENNSYLVANIA,PA,2021-07-01 00:00:00,2021,2011-01-01 00:00:00,42,2022-10-01 00:00:00,192523.2,13012059,63340,11.05627232,145.4,0.014795752,-4.213415156,1,0.015802615
PENNSYLVANIA,PA,2021-10-01 00:00:00,2021,2011-01-01 00:00:00,43,2022-10-01 00:00:00,222700.8,13012059,63498,11.05876369,147.8,0.017114955,-4.067802655,1,0.014795752
PENNSYLVANIA,PA,2022-01-01 00:00:00,2022,2011-01-01 00:00:00,44,2022-10-01 00:00:00,187606.86,12972008,64370,11.07240297,150,0.014462438,-4.236200481,1,0.017114955
PENNSYLVANIA,PA,2022-04-01 00:00:00,2022,2011-01-01 00:00:00,45,2022-10-01 00:00:00,123096.3,12972008,,11.06613343,151.9,0.009489379,-4.657582108,1,0.014462438
PENNSYLVANIA,PA,2022-07-01 00:00:00,2022,2011-01-01 00:00:00,46,2022-10-01 00:00:00,127714.8,12972008,,11.07499807,154.2,0.009845415,-4.620749431,1,0.009489379
PENNSYLVANIA,PA,2022-10-01 00:00:00,2022,2011-01-01 00:00:00,47,2022-10-01 00:00:00,132380.1,12972008,,11.0838627,,0.010205058,-4.584871754,1,0.009845415
SOUTH CAROLINA,SC,2011-04-01 00:00:00,2011,2011-04-01 00:00:00,0,2021-10-01 00:00:00,62845.26,4671994,34483,10.44822173,115.2,0.013451486,-4.308665726,1,0.010205058
SOUTH CAROLINA,SC,2011-07-01 00:00:00,2011,2011-04-01 00:00:00,1,2021-10-01 00:00:00,523126.17,4671994,34597,10.45152225,115.4,0.111970643,-2.189518562,1,0.013451486
SOUTH CAROLINA,SC,2011-10-01 00:00:00,2011,2011-04-01 00:00:00,2,2021-10-01 00:00:00,746334.66,4671994,34634,10.45259114,116,0.159746494,-1.834167135,1,0.111970643
SOUTH CAROLINA,SC,2012-01-01 00:00:00,2012,2011-04-01 00:00:00,3,2021-10-01 00:00:00,789082.92,4717354,35684,10.48245769,116.9,0.167272356,-1.788131918,1,0.159746494
SOUTH CAROLINA,SC,2012-04-01 00:00:00,2012,2011-04-01 00:00:00,4,2021-10-01 00:00:00,543521.22,4717354,35912,10.48882678,117.3,0.115217391,-2.160934579,1,0.167272356
SOUTH CAROLINA,SC,2012-07-01 00:00:00,2012,2011-04-01 00:00:00,5,2021-10-01 00:00:00,433117.92,4717354,35768,10.48480892,117.7,0.091813741,-2.387993305,1,0.115217391
SOUTH CAROLINA,SC,2012-10-01 00:00:00,2012,2011-04-01 00:00:00,6,2021-10-01 00:00:00,701398.2,4717354,36554,10.5065459,118.2,0.148684665,-1.905927557,1,0.091813741
SOUTH CAROLINA,SC,2013-01-01 00:00:00,2013,2011-04-01 00:00:00,7,2021-10-01 00:00:00,1720917.51,4764080,35846,10.48698726,118.7,0.361227668,-1.018246859,1,0.148684665
SOUTH CAROLINA,SC,2013-04-01 00:00:00,2013,2011-04-01 00:00:00,8,2021-10-01 00:00:00,2397781.05,4764080,36012,10.4916075,119.2,0.503304111,-0.686560697,1,0.361227668
SOUTH CAROLINA,SC,2013-07-01 00:00:00,2013,2011-04-01 00:00:00,9,2021-10-01 00:00:00,2240699.85,4764080,36351,10.50097699,119.7,0.470332121,-0.754316194,1,0.503304111
SOUTH CAROLINA,SC,2013-10-01 00:00:00,2013,2011-04-01 00:00:00,10,2021-10-01 00:00:00,2758882.41,4764080,36533,10.50597124,120.3,0.579100773,-0.54627877,1,0.470332121
SOUTH CAROLINA,SC,2014-01-01 00:00:00,2014,2011-04-01 00:00:00,11,2021-10-01 00:00:00,2423467.71,4823617,37236,10.52503131,120.6,0.502417109,-0.688324609,1,0.579100773
SOUTH CAROLINA,SC,2014-04-01 00:00:00,2014,2011-04-01 00:00:00,12,2021-10-01 00:00:00,2159293.83,4823617,38010,10.54560456,121.3,0.447650348,-0.803742824,1,0.502417109
SOUTH CAROLINA,SC,2014-07-01 00:00:00,2014,2011-04-01 00:00:00,13,2021-10-01 00:00:00,1788963.42,4823617,38436,10.5567498,121.6,0.370875926,-0.991887704,1,0.447650348
SOUTH CAROLINA,SC,2014-10-01 00:00:00,2014,2011-04-01 00:00:00,14,2021-10-01 00:00:00,1911470.28,4823617,38851,10.5674891,122.6,0.396273228,-0.925651336,1,0.370875926
SOUTH CAROLINA,SC,2015-01-01 00:00:00,2015,2011-04-01 00:00:00,15,2021-10-01 00:00:00,1083270.685,4891938,39440,10.58253581,123.1,0.221439987,-1.507603667,1,0.396273228
SOUTH CAROLINA,SC,2015-04-01 00:00:00,2015,2011-04-01 00:00:00,16,2021-10-01 00:00:00,828774.2739,4891938,39858,10.59307842,123.7,0.169416349,-1.775395992,1,0.221439987
SOUTH CAROLINA,SC,2015-07-01 00:00:00,2015,2011-04-01 00:00:00,17,2021-10-01 00:00:00,550243.4223,4891938,40298,10.60405712,124.1,0.112479639,-2.184983057,1,0.169416349
SOUTH CAROLINA,SC,2015-10-01 00:00:00,2015,2011-04-01 00:00:00,18,2021-10-01 00:00:00,405278.2073,4891938,40594,10.61137555,124.7,0.082846145,-2.49077006,1,0.112479639
SOUTH CAROLINA,SC,2016-01-01 00:00:00,2016,2011-04-01 00:00:00,19,2021-10-01 00:00:00,286465.302,4957968,40717,10.61440097,125.3,0.057778772,-2.851133839,1,0.082846145
SOUTH CAROLINA,SC,2016-04-01 00:00:00,2016,2011-04-01 00:00:00,20,2021-10-01 00:00:00,324406.8833,4957968,40978,10.62079062,126.1,0.065431419,-2.726752718,1,0.057778772
SOUTH CAROLINA,SC,2016-07-01 00:00:00,2016,2011-04-01 00:00:00,21,2021-10-01 00:00:00,377990.6787,4957968,41287,10.62830296,126.8,0.076239032,-2.573881723,1,0.065431419
SOUTH CAROLINA,SC,2016-10-01 00:00:00,2016,2011-04-01 00:00:00,22,2021-10-01 00:00:00,295215.6908,4957968,41713,10.63856811,127.3,0.059543686,-2.821045014,1,0.076239032
SOUTH CAROLINA,SC,2017-01-01 00:00:00,2017,2011-04-01 00:00:00,23,2021-10-01 00:00:00,248142.6236,5021268,42357,10.65388898,128.1,0.049418319,-3.007434094,1,0.059543686
SOUTH CAROLINA,SC,2017-04-01 00:00:00,2017,2011-04-01 00:00:00,24,2021-10-01 00:00:00,238849.0985,5021268,42704,10.66204787,129,0.047567487,-3.045605805,1,0.049418319
SOUTH CAROLINA,SC,2017-07-01 00:00:00,2017,2011-04-01 00:00:00,25,2021-10-01 00:00:00,95744.31436,5021268,42915,10.66697669,129.3,0.019067756,-3.959756524,1,0.047567487
SOUTH CAROLINA,SC,2017-10-01 00:00:00,2017,2011-04-01 00:00:00,26,2021-10-01 00:00:00,87660.06736,5021268,43264,10.67507616,130.1,0.017457755,-4.047971307,1,0.019067756
SOUTH CAROLINA,SC,2018-01-01 00:00:00,2018,2011-04-01 00:00:00,27,2021-10-01 00:00:00,84853.49522,5084156,43716,10.68546945,131.5,0.01668979,-4.092958133,1,0.017457755
SOUTH CAROLINA,SC,2018-04-01 00:00:00,2018,2011-04-01 00:00:00,28,2021-10-01 00:00:00,137546.4,5084156,44078,10.69371607,132.2,0.02705393,-3.609923002,1,0.01668979
SOUTH CAROLINA,SC,2018-07-01 00:00:00,2018,2011-04-01 00:00:00,29,2021-10-01 00:00:00,117903.5511,5084156,44511,10.70349163,133.5,0.023190388,-3.764017389,1,0.02705393
SOUTH CAROLINA,SC,2018-10-01 00:00:00,2018,2011-04-01 00:00:00,30,2021-10-01 00:00:00,125461.9247,5084156,44963,10.71359521,134.5,0.024677041,-3.701881993,1,0.023190388
SOUTH CAROLINA,SC,2019-01-01 00:00:00,2019,2011-04-01 00:00:00,31,2021-10-01 00:00:00,136339.56,5148714,45868,10.73352299,135.1,0.026480313,-3.631353715,1,0.024677041
SOUTH CAROLINA,SC,2019-04-01 00:00:00,2019,2011-04-01 00:00:00,32,2021-10-01 00:00:00,125615.97,5148714,45948,10.7352656,135.9,0.024397543,-3.713272858,1,0.026480313
SOUTH CAROLINA,SC,2019-07-01 00:00:00,2019,2011-04-01 00:00:00,33,2021-10-01 00:00:00,95230.95,5148714,46221,10.74118952,136.9,0.018496065,-3.99019726,1,0.024397543
SOUTH CAROLINA,SC,2019-10-01 00:00:00,2019,2011-04-01 00:00:00,34,2021-10-01 00:00:00,105291.39,5148714,46626,10.7499136,137.6,0.020450037,-3.889770604,1,0.018496065
SOUTH CAROLINA,SC,2020-01-01 00:00:00,2020,2011-04-01 00:00:00,35,2021-10-01 00:00:00,84444.87,5131848,47037,10.75868981,138.8,0.016455061,-4.107122212,1,0.020450037
SOUTH CAROLINA,SC,2020-04-01 00:00:00,2020,2011-04-01 00:00:00,36,2021-10-01 00:00:00,56540.97,5131848,51486,10.84906521,138.2,0.011017663,-4.508255599,1,0.016455061
SOUTH CAROLINA,SC,2020-07-01 00:00:00,2020,2011-04-01 00:00:00,37,2021-10-01 00:00:00,65972.97,5131848,48505,10.78942216,140,0.012855597,-4.353975995,1,0.011017663
SOUTH CAROLINA,SC,2020-10-01 00:00:00,2020,2011-04-01 00:00:00,38,2021-10-01 00:00:00,71539.47,5131848,48254,10.784234,140.8,0.013940294,-4.272971782,1,0.012855597
SOUTH CAROLINA,SC,2021-01-01 00:00:00,2021,2011-04-01 00:00:00,39,2021-10-01 00:00:00,65822.85,5193266,55137,10.91757628,141.9,0.012674654,-4.368151023,1,0.013940294
SOUTH CAROLINA,SC,2021-04-01 00:00:00,2021,2011-04-01 00:00:00,40,2021-10-01 00:00:00,69342.39,5193266,50763,10.83492302,143.3,0.013352366,-4.316061658,1,0.012674654
SOUTH CAROLINA,SC,2021-07-01 00:00:00,2021,2011-04-01 00:00:00,41,2021-10-01 00:00:00,41410.32,5193266,50835,10.83634037,145.4,0.007973849,-4.83158794,1,0.013352366
SOUTH CAROLINA,SC,2021-10-01 00:00:00,2021,2011-04-01 00:00:00,42,2021-10-01 00:00:00,41164.62,5193266,51658,10.85240035,147.8,0.007926538,-4.837538916,1,0.007973849
VIRGINIA,VA,2012-10-01 00:00:00,2012,2012-10-01 00:00:00,0,2022-10-01 00:00:00,153892.05,8185080,50307,10.82589951,118.2,0.018801533,-3.973816881,1,0.007926538
VIRGINIA,VA,2013-01-01 00:00:00,2013,2012-10-01 00:00:00,1,2022-10-01 00:00:00,912745.53,8252427,48546,10.79026708,118.7,0.110603284,-2.201805495,1,0.018801533
VIRGINIA,VA,2013-04-01 00:00:00,2013,2012-10-01 00:00:00,2,2022-10-01 00:00:00,1853032.23,8252427,48574,10.79084369,119.2,0.224543911,-1.493683998,1,0.110603284
VIRGINIA,VA,2013-07-01 00:00:00,2013,2012-10-01 00:00:00,3,2022-10-01 00:00:00,2194693.86,8252427,48479,10.78888599,119.7,0.265945262,-1.324464774,1,0.224543911
VIRGINIA,VA,2013-10-01 00:00:00,2013,2012-10-01 00:00:00,4,2022-10-01 00:00:00,2489506.47,8252427,48695,10.79333163,120.3,0.301669614,-1.198422853,1,0.265945262
VIRGINIA,VA,2014-01-01 00:00:00,2014,2012-10-01 00:00:00,5,2022-10-01 00:00:00,2165207.88,8310993,49470,10.8091217,120.6,0.260523367,-1.345062721,1,0.301669614
VIRGINIA,VA,2014-04-01 00:00:00,2014,2012-10-01 00:00:00,6,2022-10-01 00:00:00,3069946.14,8310993,50089,10.8215567,121.3,0.369383796,-0.995919079,1,0.260523367
VIRGINIA,VA,2014-07-01 00:00:00,2014,2012-10-01 00:00:00,7,2022-10-01 00:00:00,1932107.37,8310993,50578,10.83127198,121.6,0.232476116,-1.458967788,1,0.369383796
VIRGINIA,VA,2014-10-01 00:00:00,2014,2012-10-01 00:00:00,8,2022-10-01 00:00:00,2166139.5,8310993,51118,10.84189196,122.6,0.260635462,-1.344632545,1,0.232476116
VIRGINIA,VA,2015-01-01 00:00:00,2015,2012-10-01 00:00:00,9,2022-10-01 00:00:00,1896010.315,8361808,51598,10.85123819,123.1,0.226746454,-1.483922827,1,0.260635462
VIRGINIA,VA,2015-04-01 00:00:00,2015,2012-10-01 00:00:00,10,2022-10-01 00:00:00,2898223.949,8361808,52181,10.86247372,123.7,0.346602547,-1.059576554,1,0.226746454
VIRGINIA,VA,2015-07-01 00:00:00,2015,2012-10-01 00:00:00,11,2022-10-01 00:00:00,2305675.675,8361808,52498,10.86853035,124.1,0.275738892,-1.288300904,1,0.346602547
VIRGINIA,VA,2015-10-01 00:00:00,2015,2012-10-01 00:00:00,12,2022-10-01 00:00:00,1907517.42,8361808,52649,10.87140252,124.7,0.228122605,-1.477872055,1,0.275738892
VIRGINIA,VA,2016-01-01 00:00:00,2016,2012-10-01 00:00:00,13,2022-10-01 00:00:00,1957742.52,8410106,52750,10.87331905,125.3,0.232784524,-1.457642044,1,0.228122605
VIRGINIA,VA,2016-04-01 00:00:00,2016,2012-10-01 00:00:00,14,2022-10-01 00:00:00,1799985,8410106,52980,10.87766976,126.1,0.214026434,-1.541655746,1,0.232784524
VIRGINIA,VA,2016-07-01 00:00:00,2016,2012-10-01 00:00:00,15,2022-10-01 00:00:00,1381239.739,8410106,53367,10.88494786,126.8,0.164235711,-1.806452621,1,0.214026434
VIRGINIA,VA,2016-10-01 00:00:00,2016,2012-10-01 00:00:00,16,2022-10-01 00:00:00,1310380.01,8410106,53934,10.89551636,127.3,0.155810166,-1.859116899,1,0.164235711
VIRGINIA,VA,2017-01-01 00:00:00,2017,2012-10-01 00:00:00,17,2022-10-01 00:00:00,1354283.4,8463587,54355,10.90329188,128.1,0.160012935,-1.832500621,1,0.155810166
VIRGINIA,VA,2017-04-01 00:00:00,2017,2012-10-01 00:00:00,18,2022-10-01 00:00:00,1666968.9,8463587,54731,10.91018556,129,0.196957732,-1.624766132,1,0.160012935
VIRGINIA,VA,2017-07-01 00:00:00,2017,2012-10-01 00:00:00,19,2022-10-01 00:00:00,1113661.65,8463587,55159,10.9179752,129.3,0.131582702,-2.028119709,1,0.196957732
VIRGINIA,VA,2017-10-01 00:00:00,2017,2012-10-01 00:00:00,20,2022-10-01 00:00:00,1361707.65,8463587,55669,10.92717872,130.1,0.160890134,-1.827033542,1,0.131582702
VIRGINIA,VA,2018-01-01 00:00:00,2018,2012-10-01 00:00:00,21,2022-10-01 00:00:00,1204784.37,8501286,56078,10.93449886,131.5,0.141717897,-1.953916841,1,0.160890134
VIRGINIA,VA,2018-04-01 00:00:00,2018,2012-10-01 00:00:00,22,2022-10-01 00:00:00,1676268.45,8501286,56421,10.94059671,132.2,0.197178221,-1.623647284,1,0.141717897
VIRGINIA,VA,2018-07-01 00:00:00,2018,2012-10-01 00:00:00,23,2022-10-01 00:00:00,1508418.3,8501286,56970,10.95028009,133.5,0.177434132,-1.729155828,1,0.197178221
VIRGINIA,VA,2018-10-01 00:00:00,2018,2012-10-01 00:00:00,24,2022-10-01 00:00:00,1463875.2,8501286,57432,10.95835692,134.5,0.17219456,-1.75913028,1,0.177434132
VIRGINIA,VA,2019-01-01 00:00:00,2019,2012-10-01 00:00:00,25,2022-10-01 00:00:00,1079867.19,8535519,57946,10.96726682,135.1,0.126514532,-2.067398101,1,0.17219456
VIRGINIA,VA,2019-04-01 00:00:00,2019,2012-10-01 00:00:00,26,2022-10-01 00:00:00,1243583.25,8535519,58171,10.97114223,135.9,0.145695095,-1.926239233,1,0.126514532
VIRGINIA,VA,2019-07-01 00:00:00,2019,2012-10-01 00:00:00,27,2022-10-01 00:00:00,855151.35,8535519,58628,10.97896768,136.9,0.100187388,-2.300712971,1,0.145695095
VIRGINIA,VA,2019-10-01 00:00:00,2019,2012-10-01 00:00:00,28,2022-10-01 00:00:00,784563.9,8535519,59075,10.9865631,137.6,0.091917539,-2.38686342,1,0.100187388
VIRGINIA,VA,2020-01-01 00:00:00,2020,2012-10-01 00:00:00,29,2022-10-01 00:00:00,759044.22,8636471,59786,10.9985268,138.8,0.087888238,-2.431689293,1,0.091917539
VIRGINIA,VA,2020-04-01 00:00:00,2020,2012-10-01 00:00:00,30,2022-10-01 00:00:00,245323.44,8636471,63378,11.05687208,138.2,0.028405519,-3.561171826,1,0.087888238
VIRGINIA,VA,2020-07-01 00:00:00,2020,2012-10-01 00:00:00,31,2022-10-01 00:00:00,484055.49,8636471,61645,11.0291474,140,0.056047834,-2.88154978,1,0.028405519
VIRGINIA,VA,2020-10-01 00:00:00,2020,2012-10-01 00:00:00,32,2022-10-01 00:00:00,441980.07,8636471,61817,11.03193369,140.8,0.051176003,-2.972484539,1,0.056047834
VIRGINIA,VA,2021-01-01 00:00:00,2021,2012-10-01 00:00:00,33,2022-10-01 00:00:00,475223.55,8657365,67817,11.12456818,141.9,0.054892401,-2.902380358,1,0.051176003
VIRGINIA,VA,2021-04-01 00:00:00,2021,2012-10-01 00:00:00,34,2022-10-01 00:00:00,400154.13,8657365,63945,11.06577862,143.3,0.046221238,-3.074315885,1,0.054892401
VIRGINIA,VA,2021-07-01 00:00:00,2021,2012-10-01 00:00:00,35,2022-10-01 00:00:00,408828,8657365,64545,11.07511793,145.4,0.047223145,-3.052871153,1,0.046221238
VIRGINIA,VA,2021-10-01 00:00:00,2021,2012-10-01 00:00:00,36,2022-10-01 00:00:00,322727.01,8657365,65543,11.09046169,147.8,0.037277741,-3.289358887,1,0.047223145
VIRGINIA,VA,2022-01-01 00:00:00,2022,2012-10-01 00:00:00,37,2022-10-01 00:00:00,380763.21,8683619,66396,11.10339209,150,0.043848447,-3.12701597,1,0.037277741
VIRGINIA,VA,2022-04-01 00:00:00,2022,2012-10-01 00:00:00,38,2022-10-01 00:00:00,545569.92,8683619,,11.07872206,151.9,0.062827482,-2.767362683,1,0.043848447
VIRGINIA,VA,2022-07-01 00:00:00,2022,2012-10-01 00:00:00,39,2022-10-01 00:00:00,491644.8,8683619,,11.08629329,154.2,0.0566175,-2.871437152,1,0.062827482
VIRGINIA,VA,2022-10-01 00:00:00,2022,2012-10-01 00:00:00,40,2022-10-01 00:00:00,502436.7,8683619,,11.09386453,,0.057860288,-2.849723994,1,0.0566175
WEST VIRGINIA,WV,2013-07-01 00:00:00,2013,2013-07-01 00:00:00,0,2015-07-01 00:00:00,41415,1853914,35272,10.47084473,119.7,0.022339224,-3.801411225,1,0.057860288
WEST VIRGINIA,WV,2013-10-01 00:00:00,2013,2013-07-01 00:00:00,1,2015-07-01 00:00:00,111234,1853914,35378,10.47384544,120.3,0.059999547,-2.813418268,1,0.022339224
WEST VIRGINIA,WV,2014-01-01 00:00:00,2014,2013-07-01 00:00:00,2,2015-07-01 00:00:00,194070,1849489,35806,10.48587076,120.6,0.104931687,-2.254445745,1,0.059999547
WEST VIRGINIA,WV,2014-04-01 00:00:00,2014,2013-07-01 00:00:00,3,2015-07-01 00:00:00,200236.5,1849489,36434,10.50325768,121.3,0.108265851,-2.223165496,1,0.104931687
WEST VIRGINIA,WV,2014-07-01 00:00:00,2014,2013-07-01 00:00:00,4,2015-07-01 00:00:00,280119,1849489,36798,10.51319877,121.6,0.151457511,-1.887450151,1,0.108265851
WEST VIRGINIA,WV,2014-10-01 00:00:00,2014,2013-07-01 00:00:00,5,2015-07-01 00:00:00,202963.5,1849489,37246,10.52529984,122.6,0.109740312,-2.209638504,1,0.151457511
WEST VIRGINIA,WV,2015-01-01 00:00:00,2015,2013-07-01 00:00:00,6,2015-07-01 00:00:00,157398,1842050,37349,10.52806142,123.1,0.085447192,-2.459856731,1,0.109740312
WEST VIRGINIA,WV,2015-04-01 00:00:00,2015,2013-07-01 00:00:00,7,2015-07-01 00:00:00,109701,1842050,37603,10.53483911,123.7,0.059553758,-2.820875878,1,0.085447192
WEST VIRGINIA,WV,2015-07-01 00:00:00,2015,2013-07-01 00:00:00,8,2015-07-01 00:00:00,24744,1842050,37528,10.5328426,124.1,0.01343286,-4.310051325,1,0.059553758
