State,State Abbrev,QuarterYear,Year,Entry Date,Qtr_Since_Entry,State_Exit_Qtr,Revenue at the Target of Boycott,Population,State Per Capita Income,ln(State Per Capita Income),Healthcare PPI,Rev Per Cap,Log Rev Per Cap,Boycott State,Rev Per Cap Lagged
NEW JERSEY,NJ,2012-01-01 00:00:00,2012,2010-04-01 00:00:00,7,2022-10-01 00:00:00,909625.53,8844942,54154,10.89958712,116.9,0.102841322,-2.27456804,0,0.082013027
NEW JERSEY,NJ,2012-04-01 00:00:00,2012,2010-04-01 00:00:00,8,2022-10-01 00:00:00,2046249.72,8844942,54291,10.90211375,117.3,0.231346878,-1.463837057,0,0.102841322
NEW JERSEY,NJ,2012-07-01 00:00:00,2012,2010-04-01 00:00:00,9,2022-10-01 00:00:00,1507353.51,8844942,54264,10.9016163,117.7,0.17041983,-1.769490299,0,0.231346878
NEW JERSEY,NJ,2012-10-01 00:00:00,2012,2010-04-01 00:00:00,10,2022-10-01 00:00:00,1970891.37,8844942,55553,10.9250928,118.2,0.222826941,-1.501359858,0,0.17041983
NEW JERSEY,NJ,2013-01-01 00:00:00,2013,2010-04-01 00:00:00,11,2022-10-01 00:00:00,2740312.56,8856972,54376,10.90367816,118.7,0.309396096,-1.173132959,0,0.222826941
NEW JERSEY,NJ,2013-04-01 00:00:00,2013,2010-04-01 00:00:00,12,2022-10-01 00:00:00,4032898.92,8856972,54743,10.91040479,119.2,0.455336081,-0.786719493,0,0.309396096
NEW JERSEY,NJ,2013-07-01 00:00:00,2013,2010-04-01 00:00:00,13,2022-10-01 00:00:00,3365836.71,8856972,54798,10.91140898,119.7,0.380021153,-0.967528362,0,0.455336081
NEW JERSEY,NJ,2013-10-01 00:00:00,2013,2010-04-01 00:00:00,14,2022-10-01 00:00:00,3685787.88,8856972,55306,10.92063668,120.3,0.416145369,-0.876720635,0,0.380021153
NEW JERSEY,NJ,2014-01-01 00:00:00,2014,2010-04-01 00:00:00,15,2022-10-01 00:00:00,3870961.95,8864525,56202,10.93670762,120.6,0.436680132,-0.828554315,0,0.416145369
NEW JERSEY,NJ,2014-04-01 00:00:00,2014,2010-04-01 00:00:00,16,2022-10-01 00:00:00,5671422.54,8864525,56750,10.94641094,121.3,0.639788656,-0.446617381,0,0.436680132
NEW JERSEY,NJ,2014-07-01 00:00:00,2014,2010-04-01 00:00:00,17,2022-10-01 00:00:00,4778423.58,8864525,57342,10.95678862,121.6,0.539050156,-0.617946659,0,0.639788656
NEW JERSEY,NJ,2014-10-01 00:00:00,2014,2010-04-01 00:00:00,18,2022-10-01 00:00:00,4475634.3,8864525,57932,10.96702519,122.6,0.504892738,-0.683409272,0,0.539050156
NEW JERSEY,NJ,2015-01-01 00:00:00,2015,2010-04-01 00:00:00,19,2022-10-01 00:00:00,4247044.615,8867949,58676,10.97978606,123.1,0.478920731,-0.736220184,0,0.504892738
NEW JERSEY,NJ,2015-04-01 00:00:00,2015,2010-04-01 00:00:00,20,2022-10-01 00:00:00,5499182.662,8867949,59031,10.98581801,123.7,0.620118887,-0.477844067,0,0.478920731
NEW JERSEY,NJ,2015-07-01 00:00:00,2015,2010-04-01 00:00:00,21,2022-10-01 00:00:00,4329160.922,8867949,59441,10.9927395,124.1,0.488180629,-0.7170698,0,0.620118887
NEW JERSEY,NJ,2015-10-01 00:00:00,2015,2010-04-01 00:00:00,22,2022-10-01 00:00:00,4114890.209,8867949,59507,10.99384923,124.7,0.464018254,-0.767831388,0,0.488180629
NEW JERSEY,NJ,2016-01-01 00:00:00,2016,2010-04-01 00:00:00,23,2022-10-01 00:00:00,4348827.79,8870827,60171,11.00494579,125.3,0.490239274,-0.712861692,0,0.464018254
NEW JERSEY,NJ,2016-04-01 00:00:00,2016,2010-04-01 00:00:00,24,2022-10-01 00:00:00,4477313.977,8870827,60253,11.00630764,126.1,0.504723401,-0.68374472,0,0.490239274
NEW JERSEY,NJ,2016-07-01 00:00:00,2016,2010-04-01 00:00:00,25,2022-10-01 00:00:00,3268284.446,8870827,60625,11.01246263,126.8,0.368430637,-0.998502815,0,0.504723401
NEW JERSEY,NJ,2016-10-01 00:00:00,2016,2010-04-01 00:00:00,26,2022-10-01 00:00:00,3321612.106,8870827,61000,11.01862914,127.3,0.374442214,-0.982317788,0,0.368430637
NEW JERSEY,NJ,2017-01-01 00:00:00,2017,2010-04-01 00:00:00,27,2022-10-01 00:00:00,3821896.512,8885525,61473,11.02635333,128.1,0.430126133,-0.84367678,0,0.374442214
NEW JERSEY,NJ,2017-04-01 00:00:00,2017,2010-04-01 00:00:00,28,2022-10-01 00:00:00,4592561.622,8885525,62153,11.03735437,129,0.516858781,-0.659985592,0,0.430126133
NEW JERSEY,NJ,2017-07-01 00:00:00,2017,2010-04-01 00:00:00,29,2022-10-01 00:00:00,3857427.557,8885525,62681,11.04581365,129.3,0.434124889,-0.834423023,0,0.516858781
NEW JERSEY,NJ,2017-10-01 00:00:00,2017,2010-04-01 00:00:00,30,2022-10-01 00:00:00,4194640.207,8885525,63267,11.05511915,130.1,0.472075674,-0.750615979,0,0.434124889
NEW JERSEY,NJ,2018-01-01 00:00:00,2018,2010-04-01 00:00:00,31,2022-10-01 00:00:00,3686905.335,8886025,63990,11.0664821,131.5,0.414910529,-0.879692374,0,0.472075674
NEW JERSEY,NJ,2018-04-01 00:00:00,2018,2010-04-01 00:00:00,32,2022-10-01 00:00:00,5465893.59,8886025,64476,11.07404834,132.2,0.61511121,-0.485952198,0,0.414910529
NEW JERSEY,NJ,2018-07-01 00:00:00,2018,2010-04-01 00:00:00,33,2022-10-01 00:00:00,4358286.489,8886025,65109,11.08381807,133.5,0.490465252,-0.712400845,0,0.61511121
NEW JERSEY,NJ,2018-10-01 00:00:00,2018,2010-04-01 00:00:00,34,2022-10-01 00:00:00,4356255.67,8886025,65432,11.08876671,134.5,0.490236711,-0.712866921,0,0.490465252
NEW JERSEY,NJ,2019-01-01 00:00:00,2019,2010-04-01 00:00:00,35,2022-10-01 00:00:00,4685872.44,8882190,66432,11.10393415,135.1,0.527558231,-0.63949603,0,0.490236711
NEW JERSEY,NJ,2019-04-01 00:00:00,2019,2010-04-01 00:00:00,36,2022-10-01 00:00:00,4938990.09,8882190,66772,11.10903911,135.9,0.556055442,-0.586887273,0,0.527558231
NEW JERSEY,NJ,2019-07-01 00:00:00,2019,2010-04-01 00:00:00,37,2022-10-01 00:00:00,3558541.77,8882190,66961,11.11186564,136.9,0.40063788,-0.914697302,0,0.556055442
NEW JERSEY,NJ,2019-10-01 00:00:00,2019,2010-04-01 00:00:00,38,2022-10-01 00:00:00,3550939.92,8882190,67237,11.11597897,137.6,0.399782027,-0.916835814,0,0.40063788
NEW JERSEY,NJ,2020-01-01 00:00:00,2020,2010-04-01 00:00:00,39,2022-10-01 00:00:00,3601206.57,9271689,68205,11.13027315,138.8,0.388408905,-0.945696616,0,0.399782027
NEW JERSEY,NJ,2020-04-01 00:00:00,2020,2010-04-01 00:00:00,40,2022-10-01 00:00:00,764915.28,9271689,71771,11.18123577,138.2,0.082500101,-2.49495576,0,0.388408905
NEW JERSEY,NJ,2020-07-01 00:00:00,2020,2010-04-01 00:00:00,41,2022-10-01 00:00:00,2501496.99,9271689,70794,11.16752953,140,0.269799493,-1.310076215,0,0.082500101
NEW JERSEY,NJ,2020-10-01 00:00:00,2020,2010-04-01 00:00:00,42,2022-10-01 00:00:00,1757336.16,9271689,70434,11.16243138,140.8,0.189537867,-1.663166447,0,0.269799493
NEW JERSEY,NJ,2021-01-01 00:00:00,2021,2010-04-01 00:00:00,43,2022-10-01 00:00:00,1344939.18,9267961,76977,11.25126195,141.9,0.145117052,-1.930214606,0,0.189537867
NEW JERSEY,NJ,2021-04-01 00:00:00,2021,2010-04-01 00:00:00,44,2022-10-01 00:00:00,1442707.92,9267961,73612,11.20656333,143.3,0.155666162,-1.860041551,0,0.145117052
NEW JERSEY,NJ,2021-07-01 00:00:00,2021,2010-04-01 00:00:00,45,2022-10-01 00:00:00,1480180.83,9267961,74400,11.21721122,145.4,0.159709437,-1.834399136,0,0.155666162
NEW JERSEY,NJ,2021-10-01 00:00:00,2021,2010-04-01 00:00:00,46,2022-10-01 00:00:00,1484906.1,9267961,74322,11.21616228,147.8,0.160219287,-1.831211861,0,0.159709437
NEW JERSEY,NJ,2022-01-01 00:00:00,2022,2010-04-01 00:00:00,47,2022-10-01 00:00:00,1460079.75,9261699,75086,11.2263894,150,0.157647074,-1.847396452,0,0.160219287
NEW JERSEY,NJ,2022-04-01 00:00:00,2022,2010-04-01 00:00:00,48,2022-10-01 00:00:00,1486200.69,9261699,,11.21665178,151.9,0.160467393,-1.829664518,0,0.157647074
NEW JERSEY,NJ,2022-07-01 00:00:00,2022,2010-04-01 00:00:00,49,2022-10-01 00:00:00,1302702.9,9261699,,11.22480759,154.2,0.140654852,-1.961446249,0,0.160467393
NEW JERSEY,NJ,2022-10-01 00:00:00,2022,2010-04-01 00:00:00,50,2022-10-01 00:00:00,1409407.47,9261699,,11.2329634,,0.15217591,-1.882718127,0,0.140654852
OHIO,OH,2013-01-01 00:00:00,2013,2013-01-01 00:00:00,0,2015-07-01 00:00:00,103110,11576684,40893,10.61871418,118.7,0.008906696,-4.720951975,1,0.15217591
OHIO,OH,2013-04-01 00:00:00,2013,2013-01-01 00:00:00,1,2015-07-01 00:00:00,425842.5,11576684,41245,10.62728517,119.2,0.036784497,-3.302678795,1,0.008906696
OHIO,OH,2013-07-01 00:00:00,2013,2013-01-01 00:00:00,2,2015-07-01 00:00:00,863070,11576684,41351,10.62985188,119.7,0.074552437,-2.596252554,1,0.036784497
OHIO,OH,2013-10-01 00:00:00,2013,2013-01-01 00:00:00,3,2015-07-01 00:00:00,1167667.5,11576684,41529,10.63414726,120.3,0.100863727,-2.293984906,1,0.074552437
OHIO,OH,2014-01-01 00:00:00,2014,2013-01-01 00:00:00,4,2015-07-01 00:00:00,1333861.5,11602700,42022,10.64594857,120.6,0.114961302,-2.163159711,1,0.100863727
OHIO,OH,2014-04-01 00:00:00,2014,2013-01-01 00:00:00,5,2015-07-01 00:00:00,2230930.5,11602700,42569,10.65888157,121.3,0.192276841,-1.648819067,1,0.114961302
OHIO,OH,2014-07-01 00:00:00,2014,2013-01-01 00:00:00,6,2015-07-01 00:00:00,1894137,11602700,43113,10.67157985,121.6,0.163249675,-1.812474504,1,0.192276841
OHIO,OH,2014-10-01 00:00:00,2014,2013-01-01 00:00:00,7,2015-07-01 00:00:00,1878751.5,11602700,43600,10.68281243,122.6,0.161923647,-1.820630369,1,0.163249675
OHIO,OH,2015-01-01 00:00:00,2015,2013-01-01 00:00:00,8,2015-07-01 00:00:00,1954875,11617527,43920,10.69012508,123.1,0.16826946,-1.782188653,1,0.161923647
OHIO,OH,2015-04-01 00:00:00,2015,2013-01-01 00:00:00,9,2015-07-01 00:00:00,1368457.5,11617527,44330,10.69941693,123.7,0.117792496,-2.138830713,1,0.16826946
OHIO,OH,2015-07-01 00:00:00,2015,2013-01-01 00:00:00,10,2015-07-01 00:00:00,484107,11617527,44575,10.70492844,124.1,0.0416704,-3.177964228,1,0.117792496
OKLAHOMA,OK,2011-01-01 00:00:00,2011,2009-07-01 00:00:00,6,2022-10-01 00:00:00,1453759.05,3788379,38797,10.5660982,114.6,0.383741714,-0.957785573,0,0.0416704
OKLAHOMA,OK,2011-04-01 00:00:00,2011,2009-07-01 00:00:00,7,2022-10-01 00:00:00,2073453.06,3788379,39580,10.58607922,115.2,0.547319331,-0.602722861,0,0.383741714
OKLAHOMA,OK,2011-07-01 00:00:00,2011,2009-07-01 00:00:00,8,2022-10-01 00:00:00,1975649.19,3788379,40221,10.60214453,115.4,0.521502519,-0.651041175,0,0.547319331
OKLAHOMA,OK,2011-10-01 00:00:00,2011,2009-07-01 00:00:00,9,2022-10-01 00:00:00,2044275.21,3788379,40569,10.61075951,116,0.539617396,-0.616894917,0,0.521502519
OKLAHOMA,OK,2012-01-01 00:00:00,2012,2009-07-01 00:00:00,10,2022-10-01 00:00:00,1948162.71,3818814,41654,10.63715268,116.9,0.510148625,-0.673053175,0,0.539617396
OKLAHOMA,OK,2012-04-01 00:00:00,2012,2009-07-01 00:00:00,11,2022-10-01 00:00:00,2944226.1,3818814,42080,10.64732785,117.3,0.770979184,-0.260093905,0,0.510148625
OKLAHOMA,OK,2012-07-01 00:00:00,2012,2009-07-01 00:00:00,12,2022-10-01 00:00:00,2643499.59,3818814,41860,10.642086,117.7,0.692230517,-0.367836262,0,0.770979184
OKLAHOMA,OK,2012-10-01 00:00:00,2012,2009-07-01 00:00:00,13,2022-10-01 00:00:00,2839327.56,3818814,43272,10.67526105,118.2,0.743510305,-0.296372654,0,0.692230517
OKLAHOMA,OK,2013-01-01 00:00:00,2013,2009-07-01 00:00:00,14,2022-10-01 00:00:00,2825929.35,3853214,43415,10.67856028,118.7,0.733395381,-0.310070321,0,0.743510305
OKLAHOMA,OK,2013-04-01 00:00:00,2013,2009-07-01 00:00:00,15,2022-10-01 00:00:00,3349402.11,3853214,43989,10.69169488,119.2,0.869248921,-0.14012575,0,0.733395381
OKLAHOMA,OK,2013-07-01 00:00:00,2013,2009-07-01 00:00:00,16,2022-10-01 00:00:00,5130314.46,3853214,44211,10.69672891,119.7,1.331437719,0.28625935,0,0.869248921
OKLAHOMA,OK,2013-10-01 00:00:00,2013,2009-07-01 00:00:00,17,2022-10-01 00:00:00,5396257.53,3853214,44478,10.70274996,120.3,1.400456224,0.336798058,0,1.331437719
OKLAHOMA,OK,2014-01-01 00:00:00,2014,2009-07-01 00:00:00,18,2022-10-01 00:00:00,5060590.44,3878187,45816,10.73238865,120.6,1.304885618,0.266115388,0,1.400456224
OKLAHOMA,OK,2014-04-01 00:00:00,2014,2009-07-01 00:00:00,19,2022-10-01 00:00:00,4925898.66,3878187,46531,10.74787404,121.3,1.270155013,0.239138951,0,1.304885618
OKLAHOMA,OK,2014-07-01 00:00:00,2014,2009-07-01 00:00:00,20,2022-10-01 00:00:00,3654657.48,3878187,47012,10.75815817,121.6,0.942362367,-0.0593654,0,1.270155013
OKLAHOMA,OK,2014-10-01 00:00:00,2014,2009-07-01 00:00:00,21,2022-10-01 00:00:00,2861324.85,3878187,47019,10.75830705,122.6,0.737799608,-0.304083025,0,0.942362367
OKLAHOMA,OK,2015-01-01 00:00:00,2015,2009-07-01 00:00:00,22,2022-10-01 00:00:00,2917156.989,3909500,45467,10.72474207,123.1,0.746171375,-0.292799981,0,0.737799608
OKLAHOMA,OK,2015-04-01 00:00:00,2015,2009-07-01 00:00:00,23,2022-10-01 00:00:00,3002302.226,3909500,44901,10.71221535,123.7,0.767950435,-0.264030085,0,0.746171375
OKLAHOMA,OK,2015-07-01 00:00:00,2015,2009-07-01 00:00:00,24,2022-10-01 00:00:00,2311386.187,3909500,44878,10.71170298,124.1,0.591222966,-0.525562063,0,0.767950435
OKLAHOMA,OK,2015-10-01 00:00:00,2015,2009-07-01 00:00:00,25,2022-10-01 00:00:00,2096226.124,3909500,44384,10.70063432,124.7,0.536187779,-0.623270844,0,0.591222966
OKLAHOMA,OK,2016-01-01 00:00:00,2016,2009-07-01 00:00:00,26,2022-10-01 00:00:00,1845778.336,3926331,42591,10.65939824,125.3,0.470102581,-0.754804351,0,0.536187779
OKLAHOMA,OK,2016-04-01 00:00:00,2016,2009-07-01 00:00:00,27,2022-10-01 00:00:00,1920751.089,3926331,42440,10.65584659,126.1,0.489197444,-0.7149891,0,0.470102581
OKLAHOMA,OK,2016-07-01 00:00:00,2016,2009-07-01 00:00:00,28,2022-10-01 00:00:00,1462210.481,3926331,42468,10.65650613,126.8,0.372411414,-0.987756084,0,0.489197444
OKLAHOMA,OK,2016-10-01 00:00:00,2016,2009-07-01 00:00:00,29,2022-10-01 00:00:00,1459327.261,3926331,42629,10.66029005,127.3,0.371677085,-0.989729853,0,0.372411414
OKLAHOMA,OK,2017-01-01 00:00:00,2017,2009-07-01 00:00:00,30,2022-10-01 00:00:00,1491013.906,3931316,43512,10.68079204,128.1,0.379265851,-0.969517867,0,0.371677085
OKLAHOMA,OK,2017-04-01 00:00:00,2017,2009-07-01 00:00:00,31,2022-10-01 00:00:00,1625314.176,3931316,44262,10.6978818,129,0.413427508,-0.883273094,0,0.379265851
OKLAHOMA,OK,2017-07-01 00:00:00,2017,2009-07-01 00:00:00,32,2022-10-01 00:00:00,1039959.824,3931316,44697,10.70766166,129.3,0.264532239,-1.329792148,0,0.413427508
OKLAHOMA,OK,2017-10-01 00:00:00,2017,2009-07-01 00:00:00,33,2022-10-01 00:00:00,1389452.895,3931316,45251,10.71998005,130.1,0.353432005,-1.040064161,0,0.264532239
OKLAHOMA,OK,2018-01-01 00:00:00,2018,2009-07-01 00:00:00,34,2022-10-01 00:00:00,1267808.788,3940235,45791,10.73184284,131.5,0.321759689,-1.133950319,0,0.353432005
OKLAHOMA,OK,2018-04-01 00:00:00,2018,2009-07-01 00:00:00,35,2022-10-01 00:00:00,1583751.84,3940235,46111,10.73880681,132.2,0.401943498,-0.911443752,0,0.321759689
OKLAHOMA,OK,2018-07-01 00:00:00,2018,2009-07-01 00:00:00,36,2022-10-01 00:00:00,1273317.388,3940235,46673,10.75092112,133.5,0.323157728,-1.129614754,0,0.401943498
OKLAHOMA,OK,2018-10-01 00:00:00,2018,2009-07-01 00:00:00,37,2022-10-01 00:00:00,1374114.972,3940235,47253,10.76327142,134.5,0.348739345,-1.053430499,0,0.323157728
OKLAHOMA,OK,2019-01-01 00:00:00,2019,2009-07-01 00:00:00,38,2022-10-01 00:00:00,1256226.27,3956971,48507,10.7894634,135.1,0.31747169,-1.14736663,0,0.348739345
OKLAHOMA,OK,2019-04-01 00:00:00,2019,2009-07-01 00:00:00,39,2022-10-01 00:00:00,1341282.33,3956971,48196,10.78303131,135.9,0.338966935,-1.081852715,0,0.31747169
OKLAHOMA,OK,2019-07-01 00:00:00,2019,2009-07-01 00:00:00,40,2022-10-01 00:00:00,920997.18,3956971,48511,10.78954586,136.9,0.232753078,-1.457777138,0,0.338966935
OKLAHOMA,OK,2019-10-01 00:00:00,2019,2009-07-01 00:00:00,41,2022-10-01 00:00:00,895274.76,3956971,48816,10.79581341,137.6,0.226252545,-1.486103447,0,0.232753078
OKLAHOMA,OK,2020-01-01 00:00:00,2020,2009-07-01 00:00:00,42,2022-10-01 00:00:00,691775.16,3964912,48648,10.79236598,138.8,0.174474278,-1.74597795,0,0.226252545
OKLAHOMA,OK,2020-04-01 00:00:00,2020,2009-07-01 00:00:00,43,2022-10-01 00:00:00,158916,3964912,53093,10.87980037,138.2,0.040080587,-3.216863179,0,0.174474278
OKLAHOMA,OK,2020-07-01 00:00:00,2020,2009-07-01 00:00:00,44,2022-10-01 00:00:00,174775.59,3964912,49248,10.80462404,140,0.044080572,-3.121736131,0,0.040080587
OKLAHOMA,OK,2020-10-01 00:00:00,2020,2009-07-01 00:00:00,45,2022-10-01 00:00:00,182279.01,3964912,49374,10.80717925,140.8,0.045973028,-3.079700404,0,0.044080572
OKLAHOMA,OK,2021-01-01 00:00:00,2021,2009-07-01 00:00:00,46,2022-10-01 00:00:00,380563.71,3991225,55829,10.93004873,141.9,0.095350102,-2.350199879,0,0.045973028
OKLAHOMA,OK,2021-04-01 00:00:00,2021,2009-07-01 00:00:00,47,2022-10-01 00:00:00,351962.91,3991225,51998,10.85896054,143.3,0.088184182,-2.42832768,0,0.095350102
OKLAHOMA,OK,2021-07-01 00:00:00,2021,2009-07-01 00:00:00,48,2022-10-01 00:00:00,239946.75,3991225,52008,10.85915283,145.4,0.060118573,-2.811436457,0,0.088184182
OKLAHOMA,OK,2021-10-01 00:00:00,2021,2009-07-01 00:00:00,49,2022-10-01 00:00:00,280246.11,3991225,53245,10.88265918,147.8,0.070215563,-2.656185299,0,0.060118573
OKLAHOMA,OK,2022-01-01 00:00:00,2022,2009-07-01 00:00:00,50,2022-10-01 00:00:00,257650.59,4019800,53579,10.88891248,150,0.064095375,-2.747383064,0,0.070215563
OKLAHOMA,OK,2022-04-01 00:00:00,2022,2009-07-01 00:00:00,51,2022-10-01 00:00:00,349953.72,4019800,,10.86911585,151.9,0.087057495,-2.441186512,0,0.064095375
OKLAHOMA,OK,2022-07-01 00:00:00,2022,2009-07-01 00:00:00,52,2022-10-01 00:00:00,345695.46,4019800,,10.87533291,154.2,0.085998174,-2.453429215,0,0.087057495
OKLAHOMA,OK,2022-10-01 00:00:00,2022,2009-07-01 00:00:00,53,2022-10-01 00:00:00,400041.42,4019800,,10.88154997,,0.099517742,-2.307419337,0,0.085998174
PENNSYLVANIA,PA,2011-01-01 00:00:00,2011,2011-01-01 00:00:00,0,2022-10-01 00:00:00,78726.33,12745815,43666,10.68432505,114.6,0.006176642,-5.0869806,1,0.099517742
PENNSYLVANIA,PA,2011-04-01 00:00:00,2011,2011-01-01 00:00:00,1,2022-10-01 00:00:00,51157.11,12745815,44092,10.69403364,115.2,0.00401364,-5.518056776,1,0.006176642
PENNSYLVANIA,PA,2011-07-01 00:00:00,2011,2011-01-01 00:00:00,2,2022-10-01 00:00:00,54460.5,12745815,44498,10.70319952,115.4,0.004272814,-5.455482593,1,0.00401364
PENNSYLVANIA,PA,2011-10-01 00:00:00,2011,2011-01-01 00:00:00,3,2022-10-01 00:00:00,114752.94,12745815,44586,10.70517519,116,0.009003186,-4.710176792,1,0.004272814
PENNSYLVANIA,PA,2012-01-01 00:00:00,2012,2011-01-01 00:00:00,4,2022-10-01 00:00:00,694889.19,12767118,45305,10.72117268,116.9,0.054428038,-2.910875844,1,0.009003186
PENNSYLVANIA,PA,2012-04-01 00:00:00,2012,2011-01-01 00:00:00,5,2022-10-01 00:00:00,776573.61,12767118,45660,10.72897792,117.3,0.06082607,-2.799736803,1,0.054428038
PENNSYLVANIA,PA,2012-07-01 00:00:00,2012,2011-01-01 00:00:00,6,2022-10-01 00:00:00,959028.09,12767118,45723,10.73035673,117.7,0.075117038,-2.588707873,1,0.06082607
PENNSYLVANIA,PA,2012-10-01 00:00:00,2012,2011-01-01 00:00:00,7,2022-10-01 00:00:00,1200622.29,12767118,46717,10.7518634,118.2,0.094040197,-2.364032962,1,0.075117038
PENNSYLVANIA,PA,2013-01-01 00:00:00,2013,2011-01-01 00:00:00,8,2022-10-01 00:00:00,888117.06,12776309,45753,10.73101264,118.7,0.069512804,-2.666244317,1,0.094040197
PENNSYLVANIA,PA,2013-04-01 00:00:00,2013,2011-01-01 00:00:00,9,2022-10-01 00:00:00,2089190.1,12776309,46237,10.74153562,119.2,0.16352063,-1.810816118,1,0.069512804
PENNSYLVANIA,PA,2013-07-01 00:00:00,2013,2011-01-01 00:00:00,10,2022-10-01 00:00:00,1854322.17,12776309,46289,10.74265963,119.7,0.145137549,-1.930073374,1,0.16352063
PENNSYLVANIA,PA,2013-10-01 00:00:00,2013,2011-01-01 00:00:00,11,2022-10-01 00:00:00,2426263.56,12776309,46541,10.74808892,120.3,0.189903325,-1.661240152,1,0.145137549
PENNSYLVANIA,PA,2014-01-01 00:00:00,2014,2011-01-01 00:00:00,12,2022-10-01 00:00:00,2476932.24,12788313,47158,10.76125894,120.6,0.193687177,-1.641510913,1,0.189903325
PENNSYLVANIA,PA,2014-04-01 00:00:00,2014,2011-01-01 00:00:00,13,2022-10-01 00:00:00,3856919.4,12788313,47796,10.77469723,121.3,0.301597201,-1.198662925,1,0.193687177
PENNSYLVANIA,PA,2014-07-01 00:00:00,2014,2011-01-01 00:00:00,14,2022-10-01 00:00:00,2844316.41,12788313,48369,10.78661439,121.6,0.222415295,-1.503208946,1,0.301597201
PENNSYLVANIA,PA,2014-10-01 00:00:00,2014,2011-01-01 00:00:00,15,2022-10-01 00:00:00,2913301.17,12788313,48918,10.79790071,122.6,0.227809655,-1.479244846,1,0.222415295
PENNSYLVANIA,PA,2015-01-01 00:00:00,2015,2011-01-01 00:00:00,16,2022-10-01 00:00:00,2150542.258,12784826,49418,10.80807001,123.1,0.168210522,-1.782538976,1,0.227809655
PENNSYLVANIA,PA,2015-04-01 00:00:00,2015,2011-01-01 00:00:00,17,2022-10-01 00:00:00,2088326.705,12784826,49703,10.81382057,123.7,0.163344163,-1.811895873,1,0.168210522
PENNSYLVANIA,PA,2015-07-01 00:00:00,2015,2011-01-01 00:00:00,18,2022-10-01 00:00:00,1387996.404,12784826,50090,10.82157667,124.1,0.108565921,-2.220397728,1,0.163344163
PENNSYLVANIA,PA,2015-10-01 00:00:00,2015,2011-01-01 00:00:00,19,2022-10-01 00:00:00,1233844.379,12784826,50461,10.82895604,124.7,0.0965085,-2.338124192,1,0.108565921
PENNSYLVANIA,PA,2016-01-01 00:00:00,2016,2011-01-01 00:00:00,20,2022-10-01 00:00:00,1203262.266,12782275,50655,10.83279322,125.3,0.09413522,-2.363023022,1,0.0965085
PENNSYLVANIA,PA,2016-04-01 00:00:00,2016,2011-01-01 00:00:00,21,2022-10-01 00:00:00,1505779.92,12782275,50920,10.83801105,126.1,0.117802185,-2.138748462,1,0.09413522
PENNSYLVANIA,PA,2016-07-01 00:00:00,2016,2011-01-01 00:00:00,22,2022-10-01 00:00:00,1425827.832,12782275,51471,10.84877382,126.8,0.111547266,-2.193306866,1,0.117802185
PENNSYLVANIA,PA,2016-10-01 00:00:00,2016,2011-01-01 00:00:00,23,2022-10-01 00:00:00,1238727.29,12782275,51629,10.85183881,127.3,0.096909767,-2.333974972,1,0.111547266
PENNSYLVANIA,PA,2017-01-01 00:00:00,2017,2011-01-01 00:00:00,24,2022-10-01 00:00:00,1157620.889,12787641,51710,10.85340647,128.1,0.09052654,-2.402112216,1,0.096909767
PENNSYLVANIA,PA,2017-04-01 00:00:00,2017,2011-01-01 00:00:00,25,2022-10-01 00:00:00,1160670.913,12787641,52076,10.86045947,129,0.090765053,-2.399480946,1,0.09052654
PENNSYLVANIA,PA,2017-07-01 00:00:00,2017,2011-01-01 00:00:00,26,2022-10-01 00:00:00,1039933.272,12787641,52771,10.87371708,129.3,0.081323308,-2.509322608,1,0.090765053
PENNSYLVANIA,PA,2017-10-01 00:00:00,2017,2011-01-01 00:00:00,27,2022-10-01 00:00:00,1106812.767,12787641,53387,10.88532255,130.1,0.086553319,-2.446994654,1,0.081323308
PENNSYLVANIA,PA,2018-01-01 00:00:00,2018,2011-01-01 00:00:00,28,2022-10-01 00:00:00,730519.11,12800922,54245,10.9012661,131.5,0.057067695,-2.863517088,1,0.086553319
PENNSYLVANIA,PA,2018-04-01 00:00:00,2018,2011-01-01 00:00:00,29,2022-10-01 00:00:00,815479.2,12800922,54781,10.9110987,132.2,0.063704724,-2.753496563,1,0.057067695
PENNSYLVANIA,PA,2018-07-01 00:00:00,2018,2011-01-01 00:00:00,30,2022-10-01 00:00:00,576118.29,12800922,55635,10.92656778,133.5,0.045006,-3.100959474,1,0.063704724
PENNSYLVANIA,PA,2018-10-01 00:00:00,2018,2011-01-01 00:00:00,31,2022-10-01 00:00:00,458811.15,12800922,56096,10.93481979,134.5,0.035842039,-3.328633791,1,0.045006
PENNSYLVANIA,PA,2019-01-01 00:00:00,2019,2011-01-01 00:00:00,32,2022-10-01 00:00:00,464216.4,12801989,56447,10.94105742,135.1,0.036261272,-3.317005006,1,0.035842039
PENNSYLVANIA,PA,2019-04-01 00:00:00,2019,2011-01-01 00:00:00,33,2022-10-01 00:00:00,526842,12801989,56650,10.94464727,135.9,0.041153136,-3.190455135,1,0.036261272
PENNSYLVANIA,PA,2019-07-01 00:00:00,2019,2011-01-01 00:00:00,34,2022-10-01 00:00:00,350967.6,12801989,56703,10.9455824,136.9,0.027415084,-3.596661917,1,0.041153136
